License Number,License Type,License Type Code,License Status,License Status Code,Issued Date,Effective Date,Expiration Date,Application Number,SEE Category,Entity Name,DBA,Location ID,Address Line 1,Address Line 2,City,State,Zip Code,County,Region,Latitude,Longitude,Business Website,Operational Status,Business Purpose,Tier Type,Processor Type,Cultivation Indoor,Cultivation Outdoor,Cultivation Mixed Light,Cultivation Combination,Cultivation Activities Drying Curing,Cultivation Activities Storage,Cultivation Activities Packaging,Cultivation Activities Waste Rendering,Processing Activities Extraction,Processing Activities Blending and Infusing,Processing Activities Packaging and Labeling,Processing Activities Branding,Retail Activities Sales with Delivery,Retail Activities Sales No Delivery,Retail Activities Non-Cannabis Products,Retail Activities Drive Thru,Retail Date Opened to Public,Primary Contact Name
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001713,,Legal Cannabis LLC,,852B711F-AE34-4047-ACDF-33214BEE0B73,92 3rd St,,Brooklyn,NY,11231,Kings,Brooklyn,40.67736,-73.99297,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Max Pierre Louis
OCM-CAURD-24-000143,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,05/15/2024 12:00:00 AM,05/15/2024 12:00:00 AM,05/15/2026 12:00:00 AM,OCMCAURDP-2023-000134,,"Legendary Bliss, LLC",,90624,9 Connor Ln,,Deer Park,NY,11729,Suffolk,Long Island,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,,Damian Nassiri
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2024-000029,,Level Up Nyc Corp.,,LID195,405 W 39th St,,New York,NY,10018,New York,,40.75661994,-73.99408349,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000536,,"LFG Distribution, LLC",,F78341A1-0B92-42CD-9175-ED0F78B19070,3705 Harlem Rd,,Cheektowaga,NY,14215,Erie,Western NY,42.94453,-78.783664,,Non-Operational,Adult-Use Retail Sales,,,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,,Adel Ali
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000603,,LGFOODING.INC,CHAKRA,75E4A035-FCD1-48DB-8EA7-F8A11E2AACA1,5908 Main St,,Flushing,NY,11355,Queens,Queens,40.7436007,-73.8258797,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Hongxun Liu
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001452,,Liberty Bloom Inc.,,72B674A5-A863-44B7-A67B-7DD3DC3AF32A,1630 Richmond Rd,,Staten Island,NY,10304,Richmond,Richmond,40.58987,-74.100754,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Marlene Solano
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2023-000447,,Liberty Leaf NY LLC,,AC7790C3-0165-40CA-B2B0-01F21DD7BEAD,415 Oser Ave Ste Q1,,Hauppauge,NY,11788,Suffolk,Long Island,40.816303,-73.267373,,Non-Operational,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,Brendan O'connor
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2023-000447,,Liberty Leaf NY LLC,,135E5A72-1036-4826-99AB-8756472B4C99,425 Oser Ave Unit 3,,Hauppauge,NY,11788,Suffolk,Long Island,40.816823,-73.268756,,Non-Operational,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,Brendan O'connor
OCM-RETL-24-000148,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,08/09/2024 12:00:00 AM,08/09/2024 12:00:00 AM,08/09/2026 12:00:00 AM,OCMRETL-2023-000645,Women-Owned Business,"Liberty NY Cannabis, LLC",,41B8B8FC-7810-4DAF-B37A-164BEC9196E0,187 Mill St,,Liberty,NY,12754,Sullivan,Mid-Hudson,41.7937469,-74.735116,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,09/30/2024 12:00:00 AM,Bijal Patel
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001342,,Lifted Growth Industries LLC,,F17D05ED-BA17-40F8-88E4-B914241330AB,37 Richmond St,,Rochester,NY,14607,Monroe,Finger Lakes,43.15861,-77.59685,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Zilka Saunders
OCM-CULT-24-000112,Adult-Use Cultivator License,OCMCULT,Active,LICACT,07/10/2024 12:00:00 AM,07/10/2024 12:00:00 AM,07/10/2026 12:00:00 AM,OCMCULT-2023-000127,,Lifted NY Corp.,,19321E66-B496-4B47-BBD7-82B5FB6A1E20,,,,,,Tompkins,Southern Tier,,,,Active,Adult-Use Cultivation,CCULT_MIXED_T2,,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,,Ricki Rebeiro
OCM-DIST-24-000062,Adult-Use Distributor License,OCMDIST,Active,LICACT,08/16/2024 12:00:00 AM,08/16/2024 12:00:00 AM,08/16/2026 12:00:00 AM,OCMDIST-2023-000100,,Lifted NY Corp.,,033D4F1A-CBC6-4AF0-BAFD-CEED28E005DC,3024 Slaterville Rd,,Brooktondale,NY,14817,Tompkins,Southern Tier,42.38631,-76.31901,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Ricki Rebeiro
OCM-PROC-24-000076,Adult-Use Processor License,OCMPROC,Active,LICACT,07/24/2024 12:00:00 AM,07/24/2024 12:00:00 AM,07/24/2026 12:00:00 AM,OCMPROC-2023-000112,,Lifted NY Corp.,,80D0BB0C-A6C5-4D70-94F6-F8A96745778D,3024 Slaterville Rd,,Brooktondale,NY,14817,Tompkins,Southern Tier,42.38631,-76.31901,,Active,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Ricki Rebeiro
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2023-000241,,Lily Extracts LLC,,D3E84543-54AF-4D3D-91AB-27964E73ABDB,5784 Sound Ave,,Riverhead,NY,11901,Suffolk,Long Island,40.980196,-72.600839,www.lilyextracts.com,Non-Operational,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,Richard Giglio
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2023-000241,,Lily Extracts LLC,,880A336D-3638-4B8C-B63B-E7BCD020B7B0,"Eastman Business Park Building 12, 4th Floor",1669 Lake Ave,Rochester,NY,14615,Monroe,Finger Lakes,43.197008,-77.630423,www.lilyextracts.com,Non-Operational,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,Richard Giglio
OCM-MICR-24-000045,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,04/08/2024 12:00:00 AM,04/08/2024 12:00:00 AM,04/08/2026 12:00:00 AM,OCMMICR-2023-000541,Women-Owned Business,Lily's EDEN GARDEN FARMS Corporation,,8A03D659-8729-4D1C-B5C3-2480C5AC4610,,,,,,Delaware,Southern Tier,,,Lilysedengardenfarms.com,Active,"Adult-Use Cultivation, Adult-Use Distribution",,,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,,Lily Schwartz
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001352,,LIMITLESS THOUGHTS LLC,,87409EE5-17CA-42D8-9901-BE24535F2A03,9107 Springfield Blvd,,Queens Village,NY,11428,Queens,Queens,40.725682,-73.740005,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Scott Levy
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-002139,,Linden Blvd NM LLC,,2B288166-9A18-4F2A-B83B-5DB7349AED05,20516 Linden Blvd,,Saint Albans,NY,11412,Queens,Queens,40.695746,73.746928,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Nitish Malik
OCM-PROC-24-000131,Adult-Use Processor License,OCMPROC,Active,LICACT,10/15/2024 12:00:00 AM,10/15/2024 12:00:00 AM,10/15/2026 12:00:00 AM,OCMPROC-2023-000009,Women-Owned Business,Line By Line LLC,Plumeria,452CFFC1-3DCE-4078-89F5-59C017E3D46F,2495 Grand Island Blvd Unit 5,,Grand Island,NY,14072,Erie,Western NY,43.0088277,-78.9627513,www.plumeriabath.com,Active,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Cindy Inman
OCM-RETL-24-000108,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,06/21/2024 12:00:00 AM,06/21/2024 12:00:00 AM,06/21/2026 12:00:00 AM,OCMRETL-2023-001883,Women-Owned Business,"Lisa Birnbaum Personal Training, LLC",,DE3E3558-15CD-40D8-9C22-968DE74C04F4,125 State St,,Rochester,NY,14614,Monroe,Finger Lakes,43.157721,-77.614802,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,Lisa Birnbaum
OCM-MICR-24-000006,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,02/28/2026 12:00:00 AM,OCMMICR-2023-000437,Women-Owned Business,"Lit by the Lake, LLC",,4D011154-5BCE-43D3-B55C-A7E3C7E346C3,2406 Lake Rd,,Ransomville,NY,14131,Niagara,Western NY,43.290209,-78.92014,,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,,Arlana Cranston
OCM-DIST-24-000046,Adult-Use Distributor License,OCMDIST,Active,LICACT,07/19/2024 12:00:00 AM,07/19/2024 12:00:00 AM,07/19/2026 12:00:00 AM,OCMDIST-2023-000340,Minority-Owned Business,LIT Distribution and Logistics LLC,,DF58EA86-0827-47D4-BA91-6C8285661AF1,111 Earnhardt Ln,,Warnerville,NY,12187,Schoharie,Mohawk Valley,42.598502,-74.473208,www.LitDandL.com,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Joshua Breitmaier
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2023-000031,,Lit Inc.,,E0FE1371-DEDA-48E8-9C14-CF8976ADD383,89 York St,,Auburn,NY,13021,Cayuga,Central NY,42.94971,-76.57547,,Non-Operational,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Eva Sanchez
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000334,,LIT NYC INC,,14D96335-FB2D-469A-937D-518FB2B0B9A7,456 Avenue P,,Brooklyn,NY,11223,Kings,Brooklyn,40.6090037,-73.970555,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Mohammed Khattab
,Adult-Use Cultivator License,OCMCULT,In-Process,Pending,,,,OCMCULT-2023-000071,,"Live Flower, LLC",,72105B59-0CA2-4A6E-BAC0-BF97F9412D91,,,,,,Erie,Western NY,,,,Non-Operational,Adult-Use Cultivation,CULT_INDOOR_T2,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,Julian Smith
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000456,,"Living Proof, LLC",Living Proof,3687C93E-6E7E-4CDF-9F37-E575307FCAC9,,,,,,Bronx,Bronx,,,alivingproof.com,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,,Mujahid Washington
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000613,,LK Wellness LLC,,94574D16-22C7-418E-8195-DA2F2BE32F85,470 Baltic St,,Brooklyn,NY,11217,Kings,Brooklyn,40.68251,-73.98655,,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,,Lyudmila Krupitsky
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000587,,LMW Distro LLC,,ADF95FA1-9ABC-401F-8F07-4D15F49F5C37,,,,,,Suffolk,Long Island,,,,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,,Robert Yeganeh
OCM-DIST-24-000021,Adult-Use Distributor License,OCMDIST,Active,LICACT,05/14/2024 12:00:00 AM,05/14/2024 12:00:00 AM,05/14/2026 12:00:00 AM,OCMDIST-2023-000059,Women-Owned Business,LNA Services Inc.,,5426647A-234B-43D0-9709-F8E8F8AE10A5,3868 Lower Mountain Rd,,Lockport,NY,14094,Niagara,Western NY,43.1741963,-78.8344701,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Leanne Andersson
OCM-MICR-24-000003,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,02/22/2026 12:00:00 AM,OCMMICR-2023-000227,,Loon Lake Cannabis,,9BB99871-054D-4789-9C88-0A1D06E231B4,305 Blue Spruce Dr,,Loon Lake,NY,12989,Franklin,North Country,44.550893,-74.056556,,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,,John Cottom
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2023-000110,,L.O.R.D.S. LLC,,LID092,846 Avenue Of The Americas,,New York,NY,10001,New York,,40.74696658,-73.9897528,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2023-000210,,Lotus Dispensary LLC,,LID119,185-24 Horace Harding Expressway,,Fresh Meadows,NY,11365,Queens,,40.73988816,-73.78898687,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
OCM-MICR-24-000017,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,03/03/2024 12:00:00 AM,03/03/2024 12:00:00 AM,03/03/2026 12:00:00 AM,OCMMICR-2023-000585,Minority-Owned Business,LotusWorks Wellness Inc.,,3E32493D-5304-4B81-9396-91E356D399F4,,,,,,Ulster,Mid-Hudson,,,,Active,Adult-Use Cultivation,,,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,,Aaron Sanders
OCM-MICR-24-000017,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,03/03/2024 12:00:00 AM,03/03/2024 12:00:00 AM,03/03/2026 12:00:00 AM,OCMMICR-2023-000585,Minority-Owned Business,LotusWorks Wellness Inc.,,D10598CC-FF5B-4178-B3EB-C76A25B1512A,261 Main St,,Beacon,NY,12508,Dutchess,Mid-Hudson,41.5065,-73.97271,,Active,"Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,07/04/2024 12:00:00 AM,Aaron Sanders
OCM-CAURD-24-000117,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,03/29/2024 12:00:00 AM,03/29/2024 12:00:00 AM,03/29/2026 12:00:00 AM,OCMCAURDP-2024-000005,,Loudpack Exotics LLC,Loudpack Exotics,126214,6606 Kinne Rd,,Syracuse,NY,13214,Onondaga,Central NY,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,04/10/2024 12:00:00 AM,Joshua Werbeck
OCM-RETL-24-000137,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,07/16/2024 12:00:00 AM,07/16/2024 12:00:00 AM,07/16/2026 12:00:00 AM,OCMRETL-2023-001386,Women-Owned Business,"Love Nug, LLC",,25ED3135-2841-49BD-8840-2E8F746226E8,3176 Niagara Falls Blvd,,North Tonawanda,NY,14120,Niagara,Western NY,43.078853,-78.869983,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Joleigh Wylucki
OCM-CULT-24-000100,Adult-Use Cultivator License,OCMCULT,Active,LICACT,06/11/2024 12:00:00 AM,06/11/2024 12:00:00 AM,06/11/2026 12:00:00 AM,OCMCULT-2024-000023,,Loving Buds LLC,Juniper Jill Cannabis Company,ADDA8B32-FEB0-4FE2-AA4B-2AB5E1A7316E,,,,,,Rensselaer,Capital District,,,juniperjill.com,Active,Adult-Use Cultivation,CCULT_COMBINATION_T2,,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,Jenny Scarpulla
OCM-CULT-24-000100,Adult-Use Cultivator License,OCMCULT,Active,LICACT,06/11/2024 12:00:00 AM,06/11/2024 12:00:00 AM,06/11/2026 12:00:00 AM,OCMCULT-2024-000023,,Loving Buds LLC,Juniper Jill Cannabis Company,C65738B0-9488-4EF2-A8DA-D5CCB3F38D18,,,,,,Rensselaer,Capital District,,,juniperjill.com,Active,Adult-Use Cultivation,CCULT_COMBINATION_T2,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,Jenny Scarpulla
OCM-DIST-24-000073,Adult-Use Distributor License,OCMDIST,Active,LICACT,09/12/2024 12:00:00 AM,09/12/2024 12:00:00 AM,09/12/2026 12:00:00 AM,OCMDIST-2023-000106,,Loving Buds LLC,Juniper Jill Cannabis Company,2ABED042-DFEB-45BB-82A7-ED2F72D2CD32,22017 State Route 22,,Hoosick Falls,NY,12090,Rensselaer,Capital District,42.919391,73.351941,juniperjill.com,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Jennifer Scarpulla
OCM-PROC-24-000092,Adult-Use Processor License,OCMPROC,Active,LICACT,09/10/2024 12:00:00 AM,09/10/2024 12:00:00 AM,09/10/2026 12:00:00 AM,OCMPROC-2023-000126,,Loving Buds LLC,Juniper Jill Cannabis Company,5BC5ECDE-BE19-42E3-AAD0-823861815489,22017 State Route 22,,Hoosick Falls,NY,12090,Rensselaer,Capital District,42.919391,73.351941,juniperjill.com,Active,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Jennifer Scarpulla
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001652,,L Train Agency LLC,,A4FE5415-F613-47A9-8106-8B27B52D6D17,2183 Montauk Hwy,,Bridgehampton,NY,11932,Suffolk,Long Island,40.93352,-72.31146,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Danielle Lustberg
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000070,,Lucas K Attebery,Sunshine's Operations,12B98804-2162-411A-A2DC-E4432CED279B,510 W 27th St,,New York,NY,10001,New York,Manhattan,40.72090846,-73.98943372,,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",,,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,,Lucas Attebery
OCM-MICR-24-000119,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,07/15/2024 12:00:00 AM,07/15/2024 12:00:00 AM,07/15/2026 12:00:00 AM,OCMMICR-2023-000501,Minority-Owned Business,"Lucid Flight, LLC",,73115DAF-627C-4A9C-BD24-70D7C2D378C9,,,,,,New York,Manhattan,,,,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,,Scott Bundren
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001042,,"Lucid Vista, LLC",,E750C547-2EEF-489D-8AF8-0DCE9152380E,1656 Western Ave,,Albany,NY,12203,Albany,Capital District,42.68629103,-73.85429186,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Corey Lord
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000986,,LUCIFER BREWING CORPORATION,,F890F102-D80B-44C5-9C35-4D01F57863F4,79 Fall St,,Seneca Falls,NY,13148,Seneca,Finger Lakes,42.91029999,-76.7976801,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,Sakshi Malhotra
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2024-000032,,"Lucky Green Ladies NY, LLC",,LID169,365 S Wall St,,Kingston,NY,12401,Ulster,,41.92366369,-74.01230497,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
OCM-RETL-24-000149,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,08/09/2024 12:00:00 AM,08/09/2024 12:00:00 AM,08/09/2026 12:00:00 AM,OCMRETL-2023-000609,Women-Owned Business,"Luisa Bella Holdings, LLC",,03100A10-C958-436A-B3FB-9266305DDAC9,35 Page Ave,,Staten Island,NY,10309,Richmond,Richmond,40.5236,-74.2345,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,Kim Gallagher
OCM-CAURD-24-000064,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,01/25/2024 12:00:00 AM,01/25/2024 12:00:00 AM,01/25/2026 12:00:00 AM,OCMCAURDP-2023-000159,,"LUKE CLOUD, INC.",BRONX JOINT,106973,925 Hunts Point Ave,,Bronx,NY,10459,Bronx,Bronx,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,03/14/2024 12:00:00 AM,Henry Ortecho
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001003,,Luminare LLC,,17E6B8A8-153F-4BDA-B095-ADB10F2CDD69,2906 34th Ave,,Astoria,NY,11106,Queens,Queens,40.77858,73.90941,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,Zachary Gerakaris
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000604,,Lumiya Inc,,8D83C788-1198-47D0-B4B7-AE1EEF30C677,4340 34th St,,Long Island City,NY,11101,Queens,Queens,40.745363,-73.930767,www.lumiyainc.com,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,,Justin Rodriguez
OCM-CULT-24-000152,Adult-Use Cultivator License,OCMCULT,Active,LICACT,09/10/2024 12:00:00 AM,09/10/2024 12:00:00 AM,09/10/2026 12:00:00 AM,OCMCULT-2023-000083,,Lunulata LLC,,C2F18240-590E-4BFB-BC9E-981D642BEC18,,,,,,Albany,Capital District,,,www.lunulatallc.com,Active,Adult-Use Cultivation,CCULT_MIXED_T1,,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,,Eric Schwesinger
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2023-000074,,Lunulata LLC,,E266E0C2-5251-4E22-A597-ECBBA089E64F,16 Vatrano Rd,,Albany,NY,12205,Albany,Capital District,42.68814,-73.79522,www.lunulatallc.com,Non-Operational,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Eric Schwesinger
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2024-000095,,"LUXE OASIS, LLC",,LID199,40-07a Queens Blvd,,Sunnyside,NY,11104,Queens,,40.74399827,-73.92409774,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
OCM-RETL-24-000153,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,08/09/2024 12:00:00 AM,08/09/2024 12:00:00 AM,08/09/2026 12:00:00 AM,OCMRETL-2023-000722,Women-Owned Business,Luxus Botanica,,C4F46807-C511-4E7E-8CB5-0C1F7A481E34,8234 Turin Rd Ste 1,,Rome,NY,13440,Oneida,Mohawk Valley,43.26052421,-75.46152176,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,09/16/2024 12:00:00 AM,Tammy Cavaggioni
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000238,,LYDIG SUPERMARKET INC,,CA42B2BD-C390-4E6C-BA77-4B88EAC0EB05,711 Lydig Ave,,Bronx,NY,10462,Bronx,Bronx,40.85460557,73.86711412,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,Eric Tift
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2023-000136,,LYFE CHARMZ INC,,LID187,62 Laight Street,,New York,NY,10013,New York,,40.722171,-74.00968668,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
OCM-PROC-24-000118,Adult-Use Processor License,OCMPROC,Active,LICACT,09/26/2024 12:00:00 AM,09/26/2024 12:00:00 AM,09/26/2026 12:00:00 AM,OCMPROC-2023-000509,,MacGowan Ventures LLC,,34E53632-4664-4666-9C60-153CD128868A,180 Ushers Rd,,Round Lake,NY,12151,Saratoga,Capital District,42.909651,-73.772898,,Active,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Matthew Gavigan
OCM-CAURD-24-000055,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,01/24/2024 12:00:00 AM,01/24/2024 12:00:00 AM,01/24/2026 12:00:00 AM,OCMCAURDP-2023-000126,,MACH ENTERPRISES OF NY LLC,Good Life Collective,107799,155 Monroe Ave,,Rochester,NY,14607,Monroe,Finger Lakes,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,03/30/2024 12:00:00 AM,Hiram Hernandez
OCM-MICR-24-000147,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,08/22/2024 12:00:00 AM,08/22/2024 12:00:00 AM,08/22/2026 12:00:00 AM,OCMMICR-2023-000420,Women-Owned Business,"MAGNA CANNA NY, LLC",,654BAD48-C730-4AE6-9587-3368681DFF0E,,,,,,Bronx,Bronx,,,www.magna-canna.com,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,,Lauren Cornea
